CommercialCsiNumber,CommercialDeliveryMonth,UACsiNumber,SymbolCommercial,SymbolUA,ExchangeSymbol,Exchange,Name,SessionType,CloseField,SessionGroup,IsActive,TerminalPointValue,FullPointValue,Currency,ContractSize,Units,MinimumTick,TickValue,DeliveryMonths,StartDate,EndDate,LinkSymbol,TradingTime,OhlcOffset,Footnote,ConversionFactorCode,HasImplied5,HasCurrentDayVolume,HasCurrentDayOpenInterest,HasKnownExpirationDates,LastTotalVolume
69,0,69,PA,PA,PA,NYMEX,"Palladium",RTH,Settlement,"PA,PA1,PA2",1,1,100,USD,"100 oz troy","$/oz troy",10,10,SSVSSVSSVSSV,1977-01-03,2020-10-28,"","18:00 - 17:00",,"",2,0,0,0,1,0
70,0,70,JEY,JEY,,TFX,"Euroyen-3Mth",Combined,Settlement,"JEY,JE2",1,250,250000,JPY,"JPY100000000","JPY/bas pt",5,1250,SSVSSVSSVSSV,1989-06-30,2020-10-28,"","15:30 - 15:30",,"",3,0,1,1,1,194
71,0,71,JYJ,JYJ,,TFX,"U.S. Dollar - Yen",,Settlement,"",0,500,50000,JPY,"$50000","JPY 100/USD",1,500,IIVIIVIIVIIV,1991-04-22,2006-02-03,"","09:00 - 15:30",,"",2,0,1,1,1,
72,0,72,JED,JED,,TFX,"Eurodollar",,Settlement,"",0,25,2500,USD,"$1000000","$/basis point",1,25,IIVIIVIIVIIV,1989-06-30,1991-12-16,"","09:00 - 15:30",,"",2,0,0,0,1,
73,0,73,CGF,CGF,CGF,ME,"Canada 5 Yr Govt Bond",,Settlement,"",1,10,1000,CAD,"CAD100000","percent",1,10,IIVIIVIIVIIV,1995-01-19,2020-10-28,"","06:00 - 16:00",,"",2,0,0,0,1,15974
74,0,74,FF,FF,FF,CBT,"30 Day Federal Funds",Combined,Settlement,"FF,FF2,FF1",1,4.167,4167,USD,"$5000000","USD/bas pt",2.5,10.4175,VVVVVVVVVVVV,1988-10-03,2020-10-28,"","17:00 - 16:00",,"",3,1,0,0,1,35066
75,0,75,PTB,PTB,,MATIF,"Euro Notionel Bond",,Settlement,"",0,10,1000,EUR,"EUR 100000","percent",1,10,IIVIIVIIVIIV,1986-02-20,2004-09-13,"","09:00 - 16:30",,"",2,0,1,0,0,
76,0,76,PEM,PEM,,MATIF,"Euro-Deutschemark",,Settlement,"",0,125,12500,DEM,"DEM 5000000","DEM/ basis point",1,125,IIVIIVIIVIIV,1989-09-22,1991-07-08,"","",,"",2,0,0,0,1,
77,0,77,TW,TW,,FINEX,"T-Note-U.S. 2Yr",,Settlement,"",0,20,20000,USD,"$200000","percent",5,100,SSVSSVSSVSSV,1991-03-19,2003-02-12,"","07:20 - 14:00",,"",3,0,0,0,1,
78,0,78,PIB,PIB,,MATIF,"EURIBOR(3Mth)",,Settlement,"",0,12.5,12500,EUR,"EUR 1000000","EUR/bas pt",5,62.5,SSVSSVSSVSSV,1988-09-08,1999-06-16,"","08:30 - 16:00",,"",3,0,0,0,1,
79,0,79,FCH,FCH,FCE,MATIF,"CAC 40 Index",,Settlement,"",1,1,10,EUR,"EUR10 x Index","points",5,5,SSVSSVSSVSSV,1988-08-18,2020-10-28,"","08:00 - 18:30",,"",1,0,1,0,1,87670
80,53,2078,MNI,MNI8,,LME,"Nickel 27 Mth AM/PM fix",,Settlement,"",0,6,6,USD,"6 tonnes","USD/tonne",1,6,,1994-05-31,2012-04-20,"","",,"",0,0,0,0,0,
80,48,2071,MNI,MNI1,,LME,"Nickel Cash (Ring)",,Settlement,"",1,6,6,USD,"6 tonnes","USD/tonne",1,6,,1979-07-20,2020-10-28,"","",,"",0,0,0,0,0,
80,44,2074,MNI,MNI4,,LME,"Nickel 27-Month (Ring)",,Settlement,"",1,6,6,USD,"6 tonnes","USD/tonne",1,6,,1995-07-17,2020-10-28,"","",,"",0,0,0,0,0,
80,39,2072,MNI,MNI2,,LME,"Nickel 3-Month (Ring)",,Settlement,"",1,6,6,USD,"6 tonnes","USD/tonne",1,6,,1979-04-23,2020-10-28,"","07:00 - 17:00",,"",0,0,0,0,0,
80,60,2077,MNI,MNI7,,LME,"Nickel 15 Mth AM/PM fix",,Settlement,"",0,6,6,USD,"6 tonnes","USD/tonne",1,6,,1989-10-31,2012-04-20,"","",,"",0,0,0,0,0,
80,58,2075,MNI,MNI5,,LME,"Nickel Cash Official/Unofficial",,Settlement,"",1,6,6,USD,"6 tonnes","USD/tonne",1,6,,1988-02-01,2020-10-28,"","",,"",0,0,0,0,0,
80,50,0,MNI,,,LME,"Nickel Food Industry Index",,Settlement,"",0,6,6,USD,"6 tonne","USD/tonne",1,6,,2014-12-01,2014-12-01,"","",,"",0,0,0,0,0,
80,46,2070,MNI,MNI0,,LME,"Nickel Cash Close",,Settlement,"",0,6,6,USD,"6 tonnes","USD/tonne",1,6,,1980-01-22,2019-10-01,"","",,"",0,0,0,0,0,
80,41,2073,MNI,MNI3,,LME,"Nickel 15-Month (Ring)",,Settlement,"",1,6,6,USD,"6 tonnes","USD/tonne",1,6,,1987-06-11,2020-10-28,"","",,"",0,0,0,0,0,
80,38,2079,MNI,MNI9,,LME,"Nickel 3-Month (LME Select)",,Last,"",1,6,6,USD,"6 tonnes","USD/tonne",5,30,,2001-03-07,2020-10-28,"","01:00 - 19:00",,"",0,0,0,0,0,
80,59,2076,MNI,MNI6,,LME,"Nickel 3-Month Official/Unofficial",,Settlement,"",1,6,6,USD,"6 tonnes","USD/tonne",1,6,,1988-02-01,2020-10-28,"","",,"",0,0,0,0,0,
81,0,81,PE9,PE9,,MATIF,"Euro Bond",,Settlement,"",0,10,1000,EUR,"EUR 100000","percent",1,10,IIVIIVIIVIIV,1990-10-18,1999-09-13,"","09:00 - 16:30",,"",2,0,0,0,0,
82,60,2086,MAA,MAA6,,LME,"Alum Alloy 15 Mth AM/PM fix",,Settlement,"",0,2,20,USD,"20 tonnes","USD/tonne",1,2,,1992-10-06,2012-04-20,"","",,"",1,1,0,0,0,
82,58,2084,MAA,MAA4,,LME,"Aluminum Alloy Cash Official/Unofficial",,Settlement,"",1,2,20,USD,"20 tonnes","USD/tonne",1,2,,1993-01-04,2020-10-28,"","",,"",1,1,0,0,0,
82,50,0,MAA,,,LME,"Alum Alloy Food Industry Index",,Settlement,"",0,2,20,USD,"20 tonne","USD/tonne",1,2,,2014-12-01,2014-12-01,"","",,"",1,1,0,0,0,
82,46,2080,MAA,MAA0,,LME,"Alum Alloy Cash Close",,Settlement,"",0,2,20,USD,"20 tonnes","USD/tonne",1,2,,1993-01-04,2019-10-01,"","",,"",1,1,0,0,0,
82,41,2083,MAA,MAA3,,LME,"Aluminum Alloy 15-Month (Ring)",,Settlement,"",1,2,20,USD,"20 tonnes","USD/tonne",1,2,,1992-10-06,2020-10-28,"","",,"",1,1,0,0,0,
82,38,2088,MAA,MAA9,,LME,"Aluminum Alloy 3-Month (LME Select)",,Last,"",1,2,20,USD,"20 tonnes","USD/tonne",5,10,,2001-03-20,2020-10-28,"","01:00 - 19:00",,"",1,1,0,0,0,
82,59,2085,MAA,MAA5,,LME,"Aluminum Alloy 3-Month Official/Unofficial",,Settlement,"",1,2,20,USD,"20 tonnes","USD/tonne",1,2,,1992-10-06,2020-10-28,"","",,"",1,1,0,0,0,
82,53,0,MAA,,,LME,"Alum Alloy",,Settlement,"",0,,,,"","",,,,2002-03-04,2012-04-20,"","",,"",1,1,0,0,0,
82,48,2081,MAA,MAA1,,LME,"Aluminum Alloy Cash (Ring)",,Settlement,"",1,2,20,USD,"20 tonnes","USD/tonne",1,2,,1992-11-24,2020-10-28,"","",,"",1,1,0,0,0,
82,44,2087,MAA,MAA7,,LME,"Aluminum Alloy 27-Month (Ring)",,Settlement,"",1,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,2002-03-11,2020-10-28,"","",,"",1,1,0,0,0,
82,39,2082,MAA,MAA2,,LME,"Aluminum Alloy 3-Month (Ring)",,Settlement,"",1,2,20,USD,"20 tonnes","USD/tonne",1,2,,1992-10-06,2020-10-28,"","07:00 - 17:00",,"",1,1,0,0,0,
83,0,83,PSA,PSA,,MATIF,"Sugar",,Settlement,"",0,5,50,USD,"50 tonnes","USD/tonne",1,5,IIVIVIIVIVIV,1990-08-01,1999-11-30,"","10:45 - 19:00",,"",1,0,0,0,1,
84,0,84,RP?,RP?,,CME,"British Pound-Spot Rolling",,Settlement,"",0,25,250000,USD,"GBP 250000","USD/GBP",1,25,IIVIIVIIVIIV,1993-06-15,1997-01-09,"","07:20 - 14:00",,"",4,0,0,0,1,
85,0,85,RD?,RD?,,CME,"Deutsche Mark Spot Rolling",,Settlement,"",0,25,250000,USD,"DEM250000","USD/DEM",1,25,IIVIIVIIVIIV,1993-09-14,1997-01-09,"","07:20 - 14:00",,"",4,0,0,0,1,
86,0,86,RY?,RY?,,CME,"Japanese Yen Spot Rolling",,Settlement,"",0,25,2500,USD,"JPY250000","USD/JPY",1,25,IIVIIVIIVIIV,1995-01-17,1997-01-09,"","07:20 - 14:00",,"",2,0,0,0,1,
87,0,87,BAX,BAX,BAX,ME,"Canadian Bankers Acceptance 90 day",,Settlement,"",1,2.5,2500,CAD,"CAD1000000","CAD/bas pt",5,12.5,SSVSSVSSVSSV,1988-04-22,2020-10-28,"","06:00 - 16:00",,"",3,0,0,0,1,37138
88,0,88,CGB,CGB,CGB,ME,"Canada 10 Yr Govt Bond",,Settlement,"",1,10,1000,CAD,"CAD100000","percent",1,10,IIVIIVIIVIIV,1989-09-15,2020-10-28,"","06:00 - 16:00",,"",2,0,0,0,1,86094
89,0,89,HO,HO,HO,NYMEX,"NY Harbor ULSD",RTH,Settlement,"HO,HO1,HO2",1,4.2,42000,USD,"42000 gallons","USD/gal",1,4.2,VVVVVVVVVVVV,1978-11-15,2020-10-28,"","18:00 - 17:00",,"",4,0,0,0,1,12472
90,0,90,SH,SH,,MGE,"Shrimp-Frozen White",,Settlement,"",0,6.25,50,USD,"5000 lbs","cents/lb",2,12.5,VVVVVVVVVVVV,1993-07-12,2000-07-20,"","09:40 - 13:30",,"",-1,0,0,0,1,
91,0,91,OM,OM,,MGE,"Oats",,Settlement,"",0,6.25,50,USD,"5000 Bushels","cents/bushel",1,6.25,IIVIVIVIVIIV,1988-10-18,1994-05-19,"","10:30 - 14:15",,"",-1,0,0,0,1,
92,58,2095,MHA,MHA5,,LME,"Aluminum Cash Official/Unofficial",,Settlement,"",1,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1988-02-01,2020-10-28,"","",,"",1,1,0,0,0,
92,50,0,MHA,,,LME,"Aluminum Food Industry Index",,Settlement,"",0,2.5,25,USD,"25 tonne","USD/tonne",1,2.5,,2014-12-01,2014-12-01,"","",,"",1,0,0,0,0,
92,46,2090,MHA,MHA0,,LME,"Aluminum Cash Close",,Settlement,"",0,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1987-08-27,2019-10-01,"","",,"",1,1,0,0,0,
92,41,2093,MHA,MHA3,,LME,"Aluminum 15-Month (Ring)",,Settlement,"",1,2.5,25,USD,"25tonnes","USD/tonne",1,2.5,,1987-06-11,2020-10-28,"","",,"",1,1,0,0,0,
92,38,2089,MHA,MHA9,,LME,"Aluminum 3-Month (LME Select)",,Last,"",1,2.5,25,USD,"25 tonnes","USD/tonne",5,12.5,,2001-03-01,2020-10-28,"","01:00 - 19:00",,"",1,1,0,0,0,
92,59,2096,MHA,MHA6,,LME,"Aluminum 3-Month Official/Unofficial",,Settlement,"",1,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1988-02-01,2020-10-28,"","",,"",1,1,0,0,0,
92,53,2098,MHA,MHA8,,LME,"Aluminum 27 Mth AM/PM fix",,Settlement,"",0,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1991-06-10,2012-04-20,"","",,"",1,1,0,0,0,
92,48,2091,MHA,MHA1,,LME,"Aluminum Cash (Ring)",,Settlement,"",1,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1987-08-27,2020-10-28,"","",,"",1,1,0,0,0,
92,44,2094,MHA,MHA4,,LME,"Aluminum 27-Month (Ring)",,Settlement,"",1,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1991-06-10,2020-10-28,"","",,"",1,1,0,0,0,
92,39,2092,MHA,MHA2,,LME,"Aluminum 3-Month (Ring)",,Settlement,"",1,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1987-06-11,2020-10-28,"","07:00 - 17:00",,"",1,1,0,0,0,
92,60,2097,MHA,MHA7,,LME,"Aluminum 15 Mth AM/PM fix",,Settlement,"",0,2.5,25,USD,"25 tonnes","USD/tonne",1,2.5,,1989-10-31,2012-04-20,"","",,"",1,1,0,0,0,
93,0,93,ES0,ES0,ES,CME,"e-mini S&P 500 Index( Divided by 10 )",,Settlement,"",0,5,50,USD,"$50 x Index","points",25,125,,,,"","15:45 - 15:15",,"",1,0,0,0,0,
95,0,95,GS,GS,,KCBT,"Grain-Sorghum",,Settlement,"",0,6.5,52,USD,"5000 bushels","cents/bushel",1,6.5,IIVIVIVIVIIV,1989-05-05,1991-12-19,"","10:30 - 14:15",,"",-1,0,0,0,1,
96,0,96,BR9,BR9,,CME,"Broilers-Frozen",,Settlement,"",0,4,400,USD,"40000 lbs","cents/lb",1,4,IVIVVVVVIVIV,1969-08-19,1993-07-27,"","09:10 - 13:00",,"",2,0,0,0,1,
97,0,97,WS9,WS9,,ICEUS,"Sugar-White",,Settlement,"",0,5,50,USD,"50 tonne","USD/tonne",1,5,VIVIVIVIIVIV,1987-10-05,1998-04-15,"","09:15 - 13:20",,"",1,0,0,0,0,
99,0,99,NK,NK,NK,CME,"Nikkei 225 Index",Combined,Settlement,"NK,NK1,NK2",1,5,5,USD,"$5.00 x Index","points",5,25,IIVIIVIIVIIV,1990-09-25,2020-10-28,"","17:00 - 16:00",,"",0,0,0,0,1,3969
100,0,100,R,R,R,ICEUS,"Russell 1000 Index",RTH,Settlement,"R,R1,R2",0,5,500,USD,"USD500 x Index","points",5,25,IIVIIVIIVIIV,1999-03-05,2008-12-19,"R2 starts at 1999-03-05","03:00 - 16:15",,"",2,0,0,0,0,
101,0,101,CR,CR,CI,ICEUS,"Continuous Commodity Index(CRB)",,Settlement,"",0,5,500,USD,"$500 x Index","points",5,25,VVIVIVIVIIVI,1986-06-12,2013-04-12,"","09:40 - 14:40",,"",2,0,0,0,1,
102,0,102,RL,RL,RL,CME,"Russell 2000 Index",RTH,Settlement,"RL,RL1",0,5,500,USD,"$500 x Index","points",5,25,IIVIIVIIVIIV,1993-02-04,2008-09-23,"","08:30 - 15:15",,"",2,0,0,0,0,
103,0,103,RA?,RA?,,ICEUS,"Russell 3000 Index",,Settlement,"",0,,,USD,"","points",5,,IIVIIVIIVIIV,1987-09-10,1990-01-31,"","",,"",2,0,0,0,1,
104,0,104,MD,MD,MD,CME,"S&P MidCap 400 Index",RTH,Settlement,"",0,5,500,USD,"$500 x Index","points",5,25,IIVIIVIIVIIV,1992-02-13,2015-06-18,"","09:30 - 16:15",,"",2,0,0,0,1,
105,0,105,BAR,BAR,,ME,"Canadian Bankers' Acceptance-1Mth",,Settlement,"",0,25,2500,CAD,"CAD3000000","CAD/bas pt",1,25,VVVVVVVVVVVV,1992-04-16,1999-02-01,"","08:00 - 15:00",,"",2,0,0,0,1,
106,0,106,FI9,FI9,,CME,"FTSE 100 Index",,Settlement,"",0,5,50,USD,"$50 x INDEX","points",1,5,IIVIIVIIVIIV,1992-10-15,1997-07-22,"","09:30 - 16:15",,"",1,0,0,0,1,
107,0,107,LPT,LPT,,LCE,"Potatoes",,Settlement,"",0,2,20,GBP,"20 tonnes","GBP/tonne",1,2,IVVVVVIIVVVI,1981-07-03,2002-06-03,"","11:00 - 16:00",,"",1,0,0,0,1,
108,0,108,IX,IX,,MACE,"Mini U.S. Dollar Index",,Settlement,"",0,12.5,1250,USD,"$1250 x Index","points",1,12.5,IIVIIVIIVIIV,1992-10-30,1993-09-13,"","08:20 - 15:15",,"",2,0,0,0,1,
109,0,109,YE,YE,,CBT,"mini Eurodollar(3Mth)",,Settlement,"",0,1.25,1250,USD,"$500000","USD/bas pt",5,6.25,SSVSSVSSVSSV,1992-08-21,2011-06-13,"","08:00 - 16:00",,"",3,0,0,0,1,
110,0,110,XW,XW,YW,CBT,"mini Chicago SRW Wheat",RTH,Settlement,"XW,XW1,XW2",1,1.25,10,USD,"1000 bu","cents/bu",1,1.25,IIVIVIVIVIIV,1981-06-25,2020-10-28,"","19:00 - 13:45",,"",-1,0,0,0,1,0
111,0,111,XC,XC,YC,CBT,"mini Corn",RTH,Settlement,"XC,XC1,XC2",1,1.25,10,USD,"1000 bu","cents/bu",1,1.25,IIVIVIVIVIIV,1981-06-25,2020-10-28,"","19:00 - 13:45",,"",-1,0,0,0,1,0
112,0,112,XS,XS,YK,CBT,"mini Soybeans",RTH,Settlement,"XS,XS1,XS2",1,1.25,10,USD,"1000 bu","cents/bu",1,1.25,VIVIVIVVVIVI,1981-06-25,2020-10-28,"","19:00 - 13:45",,"",-1,0,0,0,1,0
113,0,113,XL,XL,,MACE,"Mini Cattle-Live",,Settlement,"",0,2,200,USD,"20000 lbs","cents/lb",2.5,5,IVIVIVIVSVIV,1981-06-25,2007-08-30,"","09:10 - 13:15",,"",2,1,0,0,1,
114,0,114,XH,XH,,MACE,"Mini Hogs-Live",,Settlement,"",0,2.5,250,USD,"25000 lbs","cents/lb",2.5,6.25,IVIVIVVVIVIV,1981-06-25,2002-04-12,"","09:10 - 13:15",,"",2,1,0,0,1,
115,0,115,AG,AG,,CBT,"Silver(1000 oz)",,Settlement,"",0,1,10,USD,"1000 troy oz","cents/troyoz",1,1,SVSVSVSVSVSV,1981-03-16,2002-08-28,"","09:05 - 14:23",,"",1,0,0,0,1,
117,0,117,JUS,JUS,,TSX,"T-Bond-U.S.",,Settlement,"",0,31.25,1000,USD,"$100000","points",1,31.25,IIVIIVIIVIIV,1991-10-01,1998-01-30,"","09:00 - 15:00",,"",-3,0,0,0,1,
118,0,118,HAU,HAU,,HKEX,"Gold-Hong Kong",,Settlement,"",0,10,100,USD,"100 oz troy","USD/oz troy",1,10,VVVVVVVVVVVV,1981-04-07,1997-12-05,"","08:30 - 17:00",,"",1,0,0,0,1,
119,0,119,HSI,HSI,HSI,HKEX,"Hang Seng Index",RTH,Settlement,"HSI,HIC,HIN",1,50,50,HKD,"HKD 50 x Index","points",1,50,SSVSSVSSVSSV,1986-05-06,2020-10-28,"","09:15 - 16:30",,"",0,0,1,1,1,303830
121,0,121,SRS,SRS,,SICOM,"Rubber RSS1",,Settlement,"",0,0.5,50,SGD,"5 tonnes","SGD cents/kg",25,12.5,VVVVVVVVVVVV,1981-04-06,2008-09-30,"","10:00 - 17:30",,"",2,0,1,1,1,
122,0,122,SAU,SAU,,SIMEX,"Gold",,Settlement,"",0,1,100,USD,"100 oz","USD/oz",1,1,VVVVVVVVVVVV,1984-07-05,1998-02-06,"","09:00 - 17:15",,"",2,0,0,0,1,
123,0,123,YGD,YGD,,SFE,"Gold",,Settlement,"",0,,,USD,"","",1,,IIVIIVIIVIIV,1981-04-06,1989-07-18,"","",,"",1,0,0,0,1,
124,0,124,YGW,YGW,,SFE,"Wool(Greasy)",,Settlement,"",0,25,25,AUD,"2500 kilos","AUD cents/kg",1,25,IVIVIVIVIVIV,1995-03-13,2014-04-16,"","10:30 - 16:00",,"",0,0,0,0,1,
125,0,125,YLI,YLI,,SFE,"50 leaders Index",,Settlement,"",0,10,100,USD,"AUD 100 x Index","points",1,10,IIVIIVIIVIIV,1992-01-29,2003-02-03,"","",,"",1,0,0,0,1,
126,0,126,SL,SL,,ICECA,"Silver - 200 oz",,Settlement,"",0,20,200,USD,"200 troy ounce","$/troy ounce",1,20,VIIVIIVIIVII,1981-04-10,1988-04-20,"","09:00 - 14:01",,"",1,0,0,0,1,
127,0,127,SF2,SF2,SF,CME,"Swiss Franc",RTH,Settlement,"SF,SF2,SF1",1,12.5,125000,USD,"CHF125000","USD/CHF",1,12.5,IIVIIVIIVIIV,1992-07-13,2020-10-28,"SF starts at 1972-05-16","17:00 - 16:00",,"",4,0,0,0,1,0
128,0,128,BP2,BP2,NB,CME,"British Pound",RTH,Settlement,"BP,BP2,BP1",1,6.25,62500,USD,"GBP62500","USD/GBP",1,6.25,SSVSSVSSVSSV,1992-07-13,2020-10-28,"BP starts at 1972-05-16","17:00 - 16:00",,"",4,0,0,0,1,1000
129,0,129,CD2,CD2,CD,CME,"Canadian Dollar",RTH,Settlement,"CD,CD2,CD1",1,1,100000,USD,"CAD100000","USD/CAD",5,5,SSVSSVSSVSSV,1992-07-13,2020-10-28,"CD starts at 1972-05-16","17:00 - 16:00",,"",5,0,0,0,1,0
130,0,130,RR,RR,RRF,CBT,"Rough Rice",RTH,Settlement,"RR,RR2,RR1",1,2,2000,USD,"2000 CWT","$/CWT",5,10,VIVIVIVIVIVI,1986-08-20,2020-10-28,"","09:00 - 13:20",,"",3,0,0,0,1,263
131,0,131,FDX,FDX,FDAX,EUREX,"DAX Index",,Settlement,"",1,2.5,25,EUR,"EUR 25 x Index","points",5,12.5,IIVIIVIIVIIV,1990-11-23,2020-10-28,"","07:50 - 22:00",,"",1,0,1,0,1,106036
132,0,132,BDL,BDL,,DTB,"German Long Bund",,Settlement,"",0,25,2500,DEM,"DEM 250000","percent",1,25,IIVIIVIIVIIV,1990-11-23,1999-03-08,"","08:00 - 19:00",,"",2,0,0,0,0,
133,0,133,WP?,WP?,,CBT,"Lumber-Plywood-Western",,Settlement,"",0,,,USD,"1/2 INCH C-D GRADE","$/1000 sqft",1,,VIVIVIVIVIVI,1969-12-01,1984-09-06,"","",,"",1,0,0,0,1,
134,0,134,LGO,LGO,G,ICEEUROPE,"Gas Oil",Combined,Settlement,"LGO,LG4,LG5",1,1,100,USD,"100 tonnes","USD/tonne",25,25,VVVVVVVVVVVV,1981-04-06,2020-10-28,"","01:00 - 23:00",,"",2,0,0,0,1,218595
135,0,135,LFO,LFO,,ICEEUROPE,"Fuel Oil",,Settlement,"",0,1,100,USD,"100 tonnes","USD/tonne",5,5,VVVVVVVVVVVV,1999-09-03,2001-01-10,"","09:05 - 17:05",,"",2,0,0,0,1,
136,0,136,LCO,LCO,B,ICEEUROPE,"Brent Crude",Combined,Settlement,"LCO,LC4,LC5",1,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1988-06-23,2020-10-28,"","01:00 - 23:00",,"",2,0,0,0,1,781133
137,0,137,LSO,LSO,,ICEEUROPE,"Crude Oil Dubai",,Settlement,"",0,10,1000,USD,"100 barrels","$/barrel",1,10,VVVVVVVVVVVV,1990-07-19,1991-06-14,"","04:37 - 15:15",,"",2,0,0,0,1,
138,0,138,SFO,SFO,,SIMEX,"Fuel Oil(High Sulphur)",,Settlement,"",0,1,100,USD,"100 tonnes","USD/tonne",1,1,VVVVVVVVVVVV,1989-02-22,1998-05-28,"","09:30 - 19:00",,"",2,0,0,0,1,
139,0,139,HR9,HR9,,NYMEX,"Gasoline-Harbor Leaded",,Settlement,"",0,4.2,420,USD,"42000 gallons","cents/gallon",1,4.2,VVVVVVVVVVVV,1981-10-05,1986-10-31,"","09:30 - 15:30",,"",2,0,0,0,1,
140,0,140,YH,YH,,CBT,"T-Bond-U.S.",,Settlement,"",0,15.625,500,USD,"$50000 @ 8%","points",1,15.625,IIVIIVIIVIIV,1981-09-18,2005-06-21,"","08:20 - 15:15",,"",-3,0,0,0,0,
141,0,141,ED,ED,ED,CME,"Eurodollar",Combined,Settlement,"ED,ED2,ED1",1,2.5,2500,USD,"$1000000","USD/bas pt",2.5,6.25,SSVSSVSSVSSV,1981-12-09,2020-10-28,"","17:00 - 16:00",,"",3,1,0,0,1,964628
142,0,142,EM,EM,EM,CME,"1-Month Eurodollar",Combined,Settlement,"EM,EM2,EM1",1,2.5,2500,USD,"$3000000","USD/bas pt",2.5,6.25,VVVVVVVVVVVV,1990-04-05,2020-10-28,"","17:00 - 16:00",,"",3,1,0,0,1,0
143,0,143,KV,KV,,KCBT,"Value Line Index",,Settlement,"",0,2.5,250,USD,"$250 x Index","points",5,12.5,IIVIIVIIVIIV,1982-02-24,2000-03-17,"","08:30 - 15:15",,"",2,0,0,0,1,
144,0,144,US2,US2,US,CBT,"U.S. T-Bond",RTH,Settlement,"US,US2,ZB",1,3.125,1000,USD,"$100000","points",5,15.625,IIVIIVIIVIIV,1987-05-01,2020-10-28,"US starts at 1977-08-22","17:00 - 16:00",,"",-8,0,0,0,1,6307
145,0,145,JAU,JAU,OGOLD,OSE,"Gold",RTH,Settlement,"JAU,JA2,JA1",1,1000,1000,JPY,"1000 grams","JPY/gram",1,1000,IVIVIVIVIVIV,1982-03-29,2020-10-28,"","09:00 - 15:30",,"",0,0,1,0,1,7087
146,0,146,XT9,XT9,,MACE,"T-Bill Mini-U.S.",,Settlement,"",0,50,50000,USD,"$500000","USD/bas pt",1,50,IIVIIVIIVIIV,1982-04-27,2001-09-17,"","09:00 - 15:15",,"",3,0,0,0,1,
147,0,147,YN,YN,,CBT,"T-Note Mini-U.S. 10 Yr",,Settlement,"",0,15.625,1000,USD,"$50000","points",1,15.625,IIVIIVIIVIIV,1988-06-22,2004-12-20,"","07:20 - 15:15",,"",-4,0,0,0,0,
148,0,148,LKD,LKD,,LCE,"Coffee-Robusta",,Settlement,"",0,5,5,USD,"5 tonnes","USD/tonne",1,5,VIVIVIVIVIVI,1991-03-01,2009-01-30,"LKR starts at 1968-01-02","09:45 - 17:00",,"",0,0,1,0,1,
149,0,149,SP,SP,SP,CME,"S&P 500 Index",RTH,Settlement,"SP,SP2,SP1",1,2.5,250,USD,"$250 x Index","points",5,12.5,IIVIIVIIVIIV,1982-04-21,2020-10-28,"","08:30 - 15:15",,"",2,0,0,0,1,1229
150,0,150,TY,TY,TYF,CBT,"10-Year U.S. T-Note",Combined,Settlement,"TY,TY2,ZN",1,15.625,1000,USD,"$100000","points",1,15.625,IIVIIVIIVIIV,1982-05-03,2020-10-28,"","17:00 - 16:00",,"",-4,0,0,0,1,970079
151,0,151,YX,YX,,ICEUS,"NYSE Composite Index",,Settlement,"",0,5,500,USD,"$500 x Index","points",5,25,IIVIIVIIVIIV,1982-05-06,2003-09-18,"","09:30 - 16:15",,"",2,0,0,0,1,
152,0,152,PS9,PS9,,MATIF,"Sugar",,Settlement,"",0,,,FRF,"","FRF/tonne",1,,IIVIVIIVIVIV,1982-05-19,1991-09-13,"","03:45 - 12:00",,"",2,0,0,0,1,
153,0,153,HC,HC,HCY,NYMEX,"Heating Oil Cr Synth",,Settlement,"",1,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1997-03-04,2020-10-28,"","18:00 - 17:00",,"",2,0,0,0,0,0
154,0,154,UC,UC,,NYMEX,"HU/CLdif",,Settlement,"",0,10,1000,USD,"1000 barrels","USD/barrel",1,10,VVVVVVVVVVVV,1997-03-04,2006-12-18,"","09:50 - 15:10",,"",2,0,0,0,1,
155,0,155,YLC,YLC,,SFE,"Cattle-Live",,Settlement,"",0,,,USD,"","",1,,VVVVVVVVVVVV,1986-05-12,1994-05-24,"","",,"",1,0,0,0,1,
156,0,156,TX9,TX9,,TFE,"Toronto 35 Index",,Settlement,"",0,5,500,CAD,"CAD 500 x Index","points",1,5,SSVSSVSSVSSV,1987-05-27,1999-12-17,"","09:30 - 16:15",,"",2,0,0,0,1,
157,0,157,JTI,JTI,TOPIX,OSE,"TOPIX Index",Combined,Settlement,"JTI,JT2,JT1",1,1000,10000,JPY,"JPY 10000 x Index","points",5,5000,IIVIIVIIVIIV,1990-04-03,2020-10-28,"","16:30 - 15:15",,"",1,0,1,1,1,56119
